index	tokens	token	true_label	predicted_label
3048	"['What', 'was', 'the', 'last', 'name', 'of', 'the', 'designers', 'of', 'Newcastle', ""'s"", 'library', '?', 'The', 'current', 'Lit', 'and', 'Phil', 'premises', 'were', 'built', 'in', '1825', 'and', 'the', 'building', 'was', 'designed', 'by', 'John', 'and', 'Benjamin', 'Green']"	Benjamin	O	I-focus
3048	"['What', 'was', 'the', 'last', 'name', 'of', 'the', 'designers', 'of', 'Newcastle', ""'s"", 'library', '?', 'The', 'current', 'Lit', 'and', 'Phil', 'premises', 'were', 'built', 'in', '1825', 'and', 'the', 'building', 'was', 'designed', 'by', 'John', 'and', 'Benjamin', 'Green']"	Green	B-focus	I-focus
3049	['What', 'was', 'the', 'steam', 'engine', 'an', 'important', 'component', 'of', '?', 'The', 'stationary', 'steam', 'engine', 'was', 'a', 'key', 'component', 'of', 'the', 'Industrial', 'Revolution', ',', 'allowing', 'factories', 'to', 'locate', 'where', 'water', 'power', 'was', 'unavailable']	the	O	B-focus
3049	['What', 'was', 'the', 'steam', 'engine', 'an', 'important', 'component', 'of', '?', 'The', 'stationary', 'steam', 'engine', 'was', 'a', 'key', 'component', 'of', 'the', 'Industrial', 'Revolution', ',', 'allowing', 'factories', 'to', 'locate', 'where', 'water', 'power', 'was', 'unavailable']	Industrial	B-focus	I-focus
3050	['Other', 'than', 'San', 'Bernardino', ',', 'what', 'is', 'the', 'name', 'of', 'the', 'other', 'city', 'that', 'maintains', 'the', 'districts', 'including', 'University', 'Town', '?', 'The', 'San', 'Bernardino-Riverside', 'area', 'maintains', 'the', 'business', 'districts', 'of', 'Downtown', 'San', 'Bernardino', ',', 'Hospitality', 'Business/Financial', 'Centre', ',', 'University', 'Town', 'which', 'are', 'in', 'San', 'Bernardino', 'and', 'Downtown', 'Riverside']	Downtown	O	B-focus
3050	['Other', 'than', 'San', 'Bernardino', ',', 'what', 'is', 'the', 'name', 'of', 'the', 'other', 'city', 'that', 'maintains', 'the', 'districts', 'including', 'University', 'Town', '?', 'The', 'San', 'Bernardino-Riverside', 'area', 'maintains', 'the', 'business', 'districts', 'of', 'Downtown', 'San', 'Bernardino', ',', 'Hospitality', 'Business/Financial', 'Centre', ',', 'University', 'Town', 'which', 'are', 'in', 'San', 'Bernardino', 'and', 'Downtown', 'Riverside']	Riverside	O	I-focus
3051	"['What', 'was', 'the', 'goal', 'of', 'John', 'Sheepshanks', 'considerable', 'bequest', 'to', 'the', 'museum', '?', 'In', '1857', 'John', 'Sheepshanks', 'donated', '233', 'paintings', ',', 'mainly', 'by', 'contemporary', 'British', 'artists', ',', 'and', 'a', 'similar', 'number', 'of', 'drawings', 'to', 'the', 'museum', 'with', 'the', 'intention', 'of', 'forming', 'a', ""'"", 'A', 'National', 'Gallery', 'of', 'British', 'Art', ""'"", ',', 'a', 'role', 'since', 'taken', 'on', 'by', 'Tate', 'Britain', ';', 'artists', 'represented', 'are', 'William', 'Blake', ',', 'James', 'Barry', ',', 'Henry', 'Fuseli', ',', 'Sir', 'Edwin', 'Henry', 'Landseer', ',', 'Sir', 'David', 'Wilkie', ',', 'William', 'Mulready', ',', 'William', 'Powell', 'Frith', ',', 'Millais', 'and', 'Hippolyte', 'Delaroche']"	forming	B-focus	I-focus
3051	"['What', 'was', 'the', 'goal', 'of', 'John', 'Sheepshanks', 'considerable', 'bequest', 'to', 'the', 'museum', '?', 'In', '1857', 'John', 'Sheepshanks', 'donated', '233', 'paintings', ',', 'mainly', 'by', 'contemporary', 'British', 'artists', ',', 'and', 'a', 'similar', 'number', 'of', 'drawings', 'to', 'the', 'museum', 'with', 'the', 'intention', 'of', 'forming', 'a', ""'"", 'A', 'National', 'Gallery', 'of', 'British', 'Art', ""'"", ',', 'a', 'role', 'since', 'taken', 'on', 'by', 'Tate', 'Britain', ';', 'artists', 'represented', 'are', 'William', 'Blake', ',', 'James', 'Barry', ',', 'Henry', 'Fuseli', ',', 'Sir', 'Edwin', 'Henry', 'Landseer', ',', 'Sir', 'David', 'Wilkie', ',', 'William', 'Mulready', ',', 'William', 'Powell', 'Frith', ',', 'Millais', 'and', 'Hippolyte', 'Delaroche']"	'	I-focus	O
3053	['What', 'are', 'some', 'Chlorophyta', 'and', 'euglenid', 'chloroplasts', 'missing', '?', 'Small', 'subunit', 'ribosomal', 'RNAs', 'in', 'several', 'Chlorophyta', 'and', 'euglenid', 'chloroplasts', 'lack', 'motifs', 'for', 'shine-dalgarno', 'sequence', 'recognition', ',', 'which', 'is', 'considered', 'essential', 'for', 'translation', 'initiation', 'in', 'most', 'chloroplasts', 'and', 'prokaryotes']	for	I-focus	O
3053	['What', 'are', 'some', 'Chlorophyta', 'and', 'euglenid', 'chloroplasts', 'missing', '?', 'Small', 'subunit', 'ribosomal', 'RNAs', 'in', 'several', 'Chlorophyta', 'and', 'euglenid', 'chloroplasts', 'lack', 'motifs', 'for', 'shine-dalgarno', 'sequence', 'recognition', ',', 'which', 'is', 'considered', 'essential', 'for', 'translation', 'initiation', 'in', 'most', 'chloroplasts', 'and', 'prokaryotes']	shine-dalgarno	I-focus	O
3053	['What', 'are', 'some', 'Chlorophyta', 'and', 'euglenid', 'chloroplasts', 'missing', '?', 'Small', 'subunit', 'ribosomal', 'RNAs', 'in', 'several', 'Chlorophyta', 'and', 'euglenid', 'chloroplasts', 'lack', 'motifs', 'for', 'shine-dalgarno', 'sequence', 'recognition', ',', 'which', 'is', 'considered', 'essential', 'for', 'translation', 'initiation', 'in', 'most', 'chloroplasts', 'and', 'prokaryotes']	sequence	I-focus	O
3053	['What', 'are', 'some', 'Chlorophyta', 'and', 'euglenid', 'chloroplasts', 'missing', '?', 'Small', 'subunit', 'ribosomal', 'RNAs', 'in', 'several', 'Chlorophyta', 'and', 'euglenid', 'chloroplasts', 'lack', 'motifs', 'for', 'shine-dalgarno', 'sequence', 'recognition', ',', 'which', 'is', 'considered', 'essential', 'for', 'translation', 'initiation', 'in', 'most', 'chloroplasts', 'and', 'prokaryotes']	recognition	I-focus	O
3059	['What', 'other', 'activities', 'does', 'the', 'UNFCCC', 'require', 'the', 'IPCC', 'to', 'run', '?', 'While', 'the', 'preparation', 'of', 'the', 'assessment', 'reports', 'is', 'a', 'major', 'IPCC', 'function', ',', 'it', 'also', 'supports', 'other', 'activities', ',', 'such', 'as', 'the', 'Data', 'Distribution', 'Centre', 'and', 'the', 'National', 'Greenhouse', 'Gas', 'Inventories', 'Programme', ',', 'required', 'under', 'the', 'UNFCCC']	the	B-focus	O
3061	"['Who', 'do', 'most', 'jurisdictions', 'say', 'can', 'give', 'scheduled', 'drugs', 'to', 'the', 'public', '?', 'These', 'jurisdictions', 'also', 'usually', 'specify', 'that', 'only', 'pharmacists', 'may', 'supply', 'scheduled', 'pharmaceuticals', 'to', 'the', 'public', ',', 'and', 'that', 'pharmacists', 'can', 'not', 'form', 'business', 'partnerships', 'with', 'physicians', 'or', 'give', 'them', '``', 'kickback', ""''"", 'payments']"	only	B-focus	O
3061	"['Who', 'do', 'most', 'jurisdictions', 'say', 'can', 'give', 'scheduled', 'drugs', 'to', 'the', 'public', '?', 'These', 'jurisdictions', 'also', 'usually', 'specify', 'that', 'only', 'pharmacists', 'may', 'supply', 'scheduled', 'pharmaceuticals', 'to', 'the', 'public', ',', 'and', 'that', 'pharmacists', 'can', 'not', 'form', 'business', 'partnerships', 'with', 'physicians', 'or', 'give', 'them', '``', 'kickback', ""''"", 'payments']"	pharmacists	I-focus	B-focus
3065	"['What', 'are', 'the', 'biggest', 'game', 'animals', 'of', 'Kenya', 'called', '?', 'The', '``', 'Big', 'Five', ""''"", 'game', 'animals', 'of', 'Africa', ',', 'that', 'is', 'the', 'lion', ',', 'leopard', ',', 'buffalo', ',', 'rhinoceros', ',', 'and', 'elephant', ',', 'can', 'be', 'found', 'in', 'Kenya', 'and', 'in', 'the', 'Masai', 'Mara', 'in', 'particular']"	The	B-focus	O
3065	"['What', 'are', 'the', 'biggest', 'game', 'animals', 'of', 'Kenya', 'called', '?', 'The', '``', 'Big', 'Five', ""''"", 'game', 'animals', 'of', 'Africa', ',', 'that', 'is', 'the', 'lion', ',', 'leopard', ',', 'buffalo', ',', 'rhinoceros', ',', 'and', 'elephant', ',', 'can', 'be', 'found', 'in', 'Kenya', 'and', 'in', 'the', 'Masai', 'Mara', 'in', 'particular']"	Big	I-focus	O
3065	"['What', 'are', 'the', 'biggest', 'game', 'animals', 'of', 'Kenya', 'called', '?', 'The', '``', 'Big', 'Five', ""''"", 'game', 'animals', 'of', 'Africa', ',', 'that', 'is', 'the', 'lion', ',', 'leopard', ',', 'buffalo', ',', 'rhinoceros', ',', 'and', 'elephant', ',', 'can', 'be', 'found', 'in', 'Kenya', 'and', 'in', 'the', 'Masai', 'Mara', 'in', 'particular']"	Five	I-focus	O
3065	"['What', 'are', 'the', 'biggest', 'game', 'animals', 'of', 'Kenya', 'called', '?', 'The', '``', 'Big', 'Five', ""''"", 'game', 'animals', 'of', 'Africa', ',', 'that', 'is', 'the', 'lion', ',', 'leopard', ',', 'buffalo', ',', 'rhinoceros', ',', 'and', 'elephant', ',', 'can', 'be', 'found', 'in', 'Kenya', 'and', 'in', 'the', 'Masai', 'Mara', 'in', 'particular']"	lion	O	B-focus
3068	"['Does', 'BSkyB', 'carry', 'any', 'control', 'over', 'the', 'picture', 'quality', 'of', 'a', 'channel', '?', 'However', ',', 'even', 'in', 'this', 'case', ',', 'BSkyB', 'does', 'not', 'carry', 'any', 'control', 'over', 'the', 'channel', ""'s"", 'content', 'or', 'carriage', 'issues', 'such', 'as', 'picture', 'quality']"	BSkyB	O	B-focus
3068	"['Does', 'BSkyB', 'carry', 'any', 'control', 'over', 'the', 'picture', 'quality', 'of', 'a', 'channel', '?', 'However', ',', 'even', 'in', 'this', 'case', ',', 'BSkyB', 'does', 'not', 'carry', 'any', 'control', 'over', 'the', 'channel', ""'s"", 'content', 'or', 'carriage', 'issues', 'such', 'as', 'picture', 'quality']"	does	O	B-focus
3068	"['Does', 'BSkyB', 'carry', 'any', 'control', 'over', 'the', 'picture', 'quality', 'of', 'a', 'channel', '?', 'However', ',', 'even', 'in', 'this', 'case', ',', 'BSkyB', 'does', 'not', 'carry', 'any', 'control', 'over', 'the', 'channel', ""'s"", 'content', 'or', 'carriage', 'issues', 'such', 'as', 'picture', 'quality']"	not	B-focus	I-focus
3068	"['Does', 'BSkyB', 'carry', 'any', 'control', 'over', 'the', 'picture', 'quality', 'of', 'a', 'channel', '?', 'However', ',', 'even', 'in', 'this', 'case', ',', 'BSkyB', 'does', 'not', 'carry', 'any', 'control', 'over', 'the', 'channel', ""'s"", 'content', 'or', 'carriage', 'issues', 'such', 'as', 'picture', 'quality']"	carry	O	I-focus
3068	"['Does', 'BSkyB', 'carry', 'any', 'control', 'over', 'the', 'picture', 'quality', 'of', 'a', 'channel', '?', 'However', ',', 'even', 'in', 'this', 'case', ',', 'BSkyB', 'does', 'not', 'carry', 'any', 'control', 'over', 'the', 'channel', ""'s"", 'content', 'or', 'carriage', 'issues', 'such', 'as', 'picture', 'quality']"	any	O	I-focus
3069	['How', 'many', 'species', 'of', 'Ctenophores', 'have', 'been', 'validated', '?', 'Only', '100–150', 'species', 'have', 'been', 'validated', ',', 'and', 'possibly', 'another', '25', 'have', 'not', 'been', 'fully', 'described', 'and', 'named']	Only	O	B-focus
3070	['Where', 'are', 'bills', 'typically', 'gestated', 'in', 'Stage', '1', '?', 'Stage', '1', 'usually', 'takes', 'place', ',', 'initially', ',', 'in', 'the', 'relevant', 'committee', 'or', 'committees', 'and', 'is', 'then', 'submitted', 'to', 'the', 'whole', 'Parliament', 'for', 'a', 'full', 'debate', 'in', 'the', 'chamber', 'on', 'the', 'general', 'principles', 'of', 'the', 'bill']	in	B-focus	O
3071	['A', 'single', 'line', 'connects', 'San', 'Bernardino', ',', 'Riverside', 'and', 'what', 'other', 'county', '?', 'Six', 'of', 'the', 'seven', 'lines', 'of', 'the', 'commuter', 'rail', 'system', ',', 'Metrolink', ',', 'run', 'out', 'of', 'Downtown', 'Los', 'Angeles', ',', 'connecting', 'Los', 'Angeles', ',', 'Ventura', ',', 'San', 'Bernardino', ',', 'Riverside', ',', 'Orange', ',', 'and', 'San', 'Diego', 'counties', 'with', 'the', 'other', 'line', 'connecting', 'San', 'Bernardino', ',', 'Riverside', ',', 'and', 'Orange', 'counties', 'directly']	Orange	B-focus	O
3071	['A', 'single', 'line', 'connects', 'San', 'Bernardino', ',', 'Riverside', 'and', 'what', 'other', 'county', '?', 'Six', 'of', 'the', 'seven', 'lines', 'of', 'the', 'commuter', 'rail', 'system', ',', 'Metrolink', ',', 'run', 'out', 'of', 'Downtown', 'Los', 'Angeles', ',', 'connecting', 'Los', 'Angeles', ',', 'Ventura', ',', 'San', 'Bernardino', ',', 'Riverside', ',', 'Orange', ',', 'and', 'San', 'Diego', 'counties', 'with', 'the', 'other', 'line', 'connecting', 'San', 'Bernardino', ',', 'Riverside', ',', 'and', 'Orange', 'counties', 'directly']	San	O	B-focus
3071	['A', 'single', 'line', 'connects', 'San', 'Bernardino', ',', 'Riverside', 'and', 'what', 'other', 'county', '?', 'Six', 'of', 'the', 'seven', 'lines', 'of', 'the', 'commuter', 'rail', 'system', ',', 'Metrolink', ',', 'run', 'out', 'of', 'Downtown', 'Los', 'Angeles', ',', 'connecting', 'Los', 'Angeles', ',', 'Ventura', ',', 'San', 'Bernardino', ',', 'Riverside', ',', 'Orange', ',', 'and', 'San', 'Diego', 'counties', 'with', 'the', 'other', 'line', 'connecting', 'San', 'Bernardino', ',', 'Riverside', ',', 'and', 'Orange', 'counties', 'directly']	Diego	O	I-focus
3072	['The', 'flushing', 'action', 'of', 'what', 'expels', 'pathogens', 'from', 'the', 'eyes', '?', 'The', 'flushing', 'action', 'of', 'tears', 'and', 'urine', 'also', 'mechanically', 'expels', 'pathogens', ',', 'while', 'mucus', 'secreted', 'by', 'the', 'respiratory', 'and', 'gastrointestinal', 'tract', 'serves', 'to', 'trap', 'and', 'entangle', 'microorganisms']	and	O	I-focus
3072	['The', 'flushing', 'action', 'of', 'what', 'expels', 'pathogens', 'from', 'the', 'eyes', '?', 'The', 'flushing', 'action', 'of', 'tears', 'and', 'urine', 'also', 'mechanically', 'expels', 'pathogens', ',', 'while', 'mucus', 'secreted', 'by', 'the', 'respiratory', 'and', 'gastrointestinal', 'tract', 'serves', 'to', 'trap', 'and', 'entangle', 'microorganisms']	urine	O	I-focus
3073	['The', 'edict', 'protected', 'Catholics', 'by', 'discouraging', 'what', '?', 'The', 'Edict', 'simultaneously', 'protected', 'Catholic', 'interests', 'by', 'discouraging', 'the', 'founding', 'of', 'new', 'Protestant', 'churches', 'in', 'Catholic-controlled', 'regions']	in	O	I-focus
3073	['The', 'edict', 'protected', 'Catholics', 'by', 'discouraging', 'what', '?', 'The', 'Edict', 'simultaneously', 'protected', 'Catholic', 'interests', 'by', 'discouraging', 'the', 'founding', 'of', 'new', 'Protestant', 'churches', 'in', 'Catholic-controlled', 'regions']	Catholic-controlled	O	I-focus
3073	['The', 'edict', 'protected', 'Catholics', 'by', 'discouraging', 'what', '?', 'The', 'Edict', 'simultaneously', 'protected', 'Catholic', 'interests', 'by', 'discouraging', 'the', 'founding', 'of', 'new', 'Protestant', 'churches', 'in', 'Catholic-controlled', 'regions']	regions	O	I-focus
3076	['Where', 'are', 'the', 'upper', 'Rhine', 'and', 'upper', 'Danube', 'crossed', '?', 'Beyond', 'these', 'rivers', 'she', 'held', 'only', 'the', 'fertile', 'plain', 'of', 'Frankfurt', ',', 'opposite', 'the', 'Roman', 'border', 'fortress', 'of', 'Moguntiacum', '(', 'Mainz', ')', ',', 'the', 'southernmost', 'slopes', 'of', 'the', 'Black', 'Forest', 'and', 'a', 'few', 'scattered', 'bridge-heads']	Frankfurt	O	B-focus
3080	"['Why', 'did', 'al-Qaeda', 'tell', 'ISIL', 'to', 'take', 'a', 'hike', '?', 'Originating', 'as', 'the', ""Jama'at"", 'al-Tawhid', 'wal-Jihad', 'in', '1999', ',', 'it', 'pledged', 'allegiance', 'to', 'al-Qaeda', 'in', '2004', ',', 'participated', 'in', 'the', 'Iraqi', 'insurgency', 'that', 'followed', 'the', 'March', '2003', 'invasion', 'of', 'Iraq', 'by', 'Western', 'forces', ',', 'joined', 'the', 'fight', 'in', 'the', 'Syrian', 'Civil', 'War', 'beginning', 'in', 'March', '2011', ',', 'and', 'was', 'expelled', 'from', 'al-Qaeda', 'in', 'early', '2014', ',', '(', 'which', 'complained', 'of', 'its', 'failure', 'to', 'consult', 'and', '``', 'notorious', 'intransigence', ""''"", ')']"	failure	O	I-focus
3080	"['Why', 'did', 'al-Qaeda', 'tell', 'ISIL', 'to', 'take', 'a', 'hike', '?', 'Originating', 'as', 'the', ""Jama'at"", 'al-Tawhid', 'wal-Jihad', 'in', '1999', ',', 'it', 'pledged', 'allegiance', 'to', 'al-Qaeda', 'in', '2004', ',', 'participated', 'in', 'the', 'Iraqi', 'insurgency', 'that', 'followed', 'the', 'March', '2003', 'invasion', 'of', 'Iraq', 'by', 'Western', 'forces', ',', 'joined', 'the', 'fight', 'in', 'the', 'Syrian', 'Civil', 'War', 'beginning', 'in', 'March', '2011', ',', 'and', 'was', 'expelled', 'from', 'al-Qaeda', 'in', 'early', '2014', ',', '(', 'which', 'complained', 'of', 'its', 'failure', 'to', 'consult', 'and', '``', 'notorious', 'intransigence', ""''"", ')']"	to	O	I-focus
3080	"['Why', 'did', 'al-Qaeda', 'tell', 'ISIL', 'to', 'take', 'a', 'hike', '?', 'Originating', 'as', 'the', ""Jama'at"", 'al-Tawhid', 'wal-Jihad', 'in', '1999', ',', 'it', 'pledged', 'allegiance', 'to', 'al-Qaeda', 'in', '2004', ',', 'participated', 'in', 'the', 'Iraqi', 'insurgency', 'that', 'followed', 'the', 'March', '2003', 'invasion', 'of', 'Iraq', 'by', 'Western', 'forces', ',', 'joined', 'the', 'fight', 'in', 'the', 'Syrian', 'Civil', 'War', 'beginning', 'in', 'March', '2011', ',', 'and', 'was', 'expelled', 'from', 'al-Qaeda', 'in', 'early', '2014', ',', '(', 'which', 'complained', 'of', 'its', 'failure', 'to', 'consult', 'and', '``', 'notorious', 'intransigence', ""''"", ')']"	and	O	I-focus
3080	"['Why', 'did', 'al-Qaeda', 'tell', 'ISIL', 'to', 'take', 'a', 'hike', '?', 'Originating', 'as', 'the', ""Jama'at"", 'al-Tawhid', 'wal-Jihad', 'in', '1999', ',', 'it', 'pledged', 'allegiance', 'to', 'al-Qaeda', 'in', '2004', ',', 'participated', 'in', 'the', 'Iraqi', 'insurgency', 'that', 'followed', 'the', 'March', '2003', 'invasion', 'of', 'Iraq', 'by', 'Western', 'forces', ',', 'joined', 'the', 'fight', 'in', 'the', 'Syrian', 'Civil', 'War', 'beginning', 'in', 'March', '2011', ',', 'and', 'was', 'expelled', 'from', 'al-Qaeda', 'in', 'early', '2014', ',', '(', 'which', 'complained', 'of', 'its', 'failure', 'to', 'consult', 'and', '``', 'notorious', 'intransigence', ""''"", ')']"	notorious	B-focus	O
3080	"['Why', 'did', 'al-Qaeda', 'tell', 'ISIL', 'to', 'take', 'a', 'hike', '?', 'Originating', 'as', 'the', ""Jama'at"", 'al-Tawhid', 'wal-Jihad', 'in', '1999', ',', 'it', 'pledged', 'allegiance', 'to', 'al-Qaeda', 'in', '2004', ',', 'participated', 'in', 'the', 'Iraqi', 'insurgency', 'that', 'followed', 'the', 'March', '2003', 'invasion', 'of', 'Iraq', 'by', 'Western', 'forces', ',', 'joined', 'the', 'fight', 'in', 'the', 'Syrian', 'Civil', 'War', 'beginning', 'in', 'March', '2011', ',', 'and', 'was', 'expelled', 'from', 'al-Qaeda', 'in', 'early', '2014', ',', '(', 'which', 'complained', 'of', 'its', 'failure', 'to', 'consult', 'and', '``', 'notorious', 'intransigence', ""''"", ')']"	intransigence	I-focus	O
3082	"['What', 'led', 'to', 'Newcastle', ""'s"", 'fall', 'from', 'power', 'as', 'military', 'advisor', '?', 'The', 'British', 'failures', 'in', 'North', 'America', ',', 'combined', 'with', 'other', 'failures', 'in', 'the', 'European', 'theater', ',', 'led', 'to', 'the', 'fall', 'from', 'power', 'of', 'Newcastle', 'and', 'his', 'principal', 'military', 'advisor', ',', 'the', 'Duke', 'of', 'Cumberland']"	The	O	B-focus
3082	"['What', 'led', 'to', 'Newcastle', ""'s"", 'fall', 'from', 'power', 'as', 'military', 'advisor', '?', 'The', 'British', 'failures', 'in', 'North', 'America', ',', 'combined', 'with', 'other', 'failures', 'in', 'the', 'European', 'theater', ',', 'led', 'to', 'the', 'fall', 'from', 'power', 'of', 'Newcastle', 'and', 'his', 'principal', 'military', 'advisor', ',', 'the', 'Duke', 'of', 'Cumberland']"	British	B-focus	I-focus
3082	"['What', 'led', 'to', 'Newcastle', ""'s"", 'fall', 'from', 'power', 'as', 'military', 'advisor', '?', 'The', 'British', 'failures', 'in', 'North', 'America', ',', 'combined', 'with', 'other', 'failures', 'in', 'the', 'European', 'theater', ',', 'led', 'to', 'the', 'fall', 'from', 'power', 'of', 'Newcastle', 'and', 'his', 'principal', 'military', 'advisor', ',', 'the', 'Duke', 'of', 'Cumberland']"	,	I-focus	O
